Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Meetriku väärtus
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;2,9
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;2,2
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;2,4
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;2,0
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;41...50;2,2
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;31...40;6,9
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;31...40;6,2
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;31...40;4,8
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;31...40;4,5
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;31...40;6,2
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;31...40;5,2
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;31...40;4,5
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;31...40;5,2
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;31...40;5,1
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;31...40;3,4
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;31...40;3,4
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;31...40;3,6
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;31...40;2,9
