Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Meetriku väärtus
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;18,6
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;18,6
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;19,6
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;18,9
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;18,2
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;16,0
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;14,4
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;13,9
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;14,6
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;12,4
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;12,9
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;12,0
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;9,1
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;7,9
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;8,3
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;41...50;6,4
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;31...40;14,3
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;31...40;9,8
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;31...40;12,0
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;31...40;12,6
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;31...40;13,1
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;31...40;12,0
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;31...40;12,4
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;31...40;11,0
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;31...40;10,2
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;31...40;8,9
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;31...40;8,4
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;31...40;7,6
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;31...40;6,4
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;31...40;4,8
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;31...40;3,4
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;31...40;4,1
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;31...40;5,1
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;31...40;4,8
